Date,Open,High,Low,Close,Adj Close,Volume
2024-04-03,5194.370117,5228.75,5194.370117,5211.490234,5211.490234,3703250000
2024-04-04,5244.049805,5256.589844,5146.060059,5147.209961,5147.209961,4075680000
2024-04-05,5158.950195,5222.180176,5157.209961,5204.339844,5204.339844,3386780000
2024-04-08,5211.370117,5219.569824,5197.350098,5202.390137,5202.390137,3278180000
2024-04-09,5217.029785,5224.810059,5160.779785,5209.910156,5209.910156,3400680000
2024-04-10,5167.879883,5178.430176,5138.700195,5160.640137,5160.640137,3845930000
2024-04-11,5172.950195,5211.779785,5138.77002,5199.060059,5199.060059,3509380000
2024-04-12,5171.509766,5175.029785,5107.939941,5123.410156,5123.410156,3963220000
2024-04-15,5149.669922,5168.430176,5052.470215,5061.819824,5061.819824,3950210000
2024-04-16,5064.589844,5079.839844,5039.830078,5051.410156,5051.410156,4006200000
2024-04-17,5068.970215,5077.959961,5007.25,5022.209961,5022.209961,3596130000
2024-04-18,5031.52002,5056.660156,5001.890137,5011.120117,5011.120117,3619760000
2024-04-19,5005.439941,5019.02002,4953.560059,4967.22998,4967.22998,3878750000
2024-04-22,4987.330078,5038.839844,4969.399902,5010.600098,5010.600098,3820250000
2024-04-23,5028.850098,5076.120117,5027.959961,5070.549805,5070.549805,3751400000
2024-04-24,5084.859863,5089.47998,5047.02002,5071.629883,5071.629883,3656740000
2024-04-25,5019.879883,5057.75,4990.580078,5048.419922,5048.419922,3958050000
2024-04-26,5084.649902,5114.620117,5073.140137,5099.959961,5099.959961,3604140000
2024-04-29,5114.129883,5123.490234,5088.649902,5116.169922,5116.169922,3447450000
2024-04-30,5103.779785,5110.830078,5035.310059,5035.689941,5035.689941,4082470000
2024-05-01,5029.029785,5096.120117,5013.450195,5018.390137,5018.390137,4544170000
2024-05-02,5049.319824,5073.209961,5011.049805,5064.200195,5064.200195,4381660000
2024-05-03,5122.779785,5139.120117,5101.220215,5127.790039,5127.790039,3924990000
2024-05-06,5142.419922,5181.0,5142.419922,5180.740234,5180.740234,3683250000
2024-05-07,5187.200195,5200.22998,5178.959961,5187.700195,5187.700195,3987890000
2024-05-08,5168.97998,5191.950195,5165.859863,5187.669922,5187.669922,3842100000
2024-05-09,5189.029785,5215.299805,5180.410156,5214.080078,5214.080078,3727370000
2024-05-10,5225.490234,5239.660156,5209.680176,5222.680176,5222.680176,3617900000
2024-05-13,5233.080078,5237.259766,5211.160156,5221.419922,5221.419922,4255710000
2024-05-14,5221.100098,5250.370117,5217.97998,5246.680176,5246.680176,4763580000
2024-05-15,5263.259766,5311.759766,5263.259766,5308.149902,5308.149902,4360810000
2024-05-16,5310.069824,5325.490234,5296.189941,5297.100098,5297.100098,3817470000
2024-05-17,5303.100098,5305.450195,5283.589844,5303.27002,5303.27002,3578120000
2024-05-20,5305.350098,5325.319824,5302.399902,5308.129883,5308.129883,3420100000
2024-05-21,5298.689941,5324.319824,5297.870117,5321.410156,5321.410156,3662240000
2024-05-22,5319.279785,5323.180176,5286.009766,5307.009766,5307.009766,3847130000
2024-05-23,5340.259766,5341.879883,5256.930176,5267.839844,5267.839844,3869520000
2024-05-24,5281.450195,5311.649902,5278.390137,5304.720215,5304.720215,3005510000
2024-05-28,5315.910156,5315.910156,5280.890137,5306.040039,5306.040039,3751540000
2024-05-29,5278.72998,5282.27002,5262.700195,5266.950195,5266.950195,3552750000
2024-05-30,5259.77002,5260.209961,5222.100098,5235.47998,5235.47998,3818750000
2024-05-31,5243.209961,5280.330078,5191.680176,5277.509766,5277.509766,5437160000
2024-06-03,5297.149902,5302.109863,5234.319824,5283.399902,5283.399902,4046920000
2024-06-04,5278.240234,5298.799805,5257.629883,5291.339844,5291.339844,3707900000
2024-06-05,5314.47998,5354.160156,5297.640137,5354.029785,5354.029785,3591460000
2024-06-06,5357.799805,5362.350098,5335.359863,5352.959961,5352.959961,3609990000
2024-06-07,5343.810059,5375.080078,5331.330078,5346.990234,5346.990234,3692760000
2024-06-10,5341.220215,5365.790039,5331.52002,5360.790039,5360.790039,3622280000
2024-06-11,5353.0,5375.950195,5327.25,5375.319824,5375.319824,3568030000
2024-06-12,5409.129883,5447.25,5409.129883,5421.029785,5421.029785,3962840000
2024-06-13,5441.930176,5441.930176,5402.509766,5433.740234,5433.740234,3530380000
2024-06-14,5424.080078,5432.390137,5403.75,5431.600098,5431.600098,3438650000
2024-06-17,5431.109863,5488.5,5420.399902,5473.22998,5473.22998,3447840000
2024-06-18,5476.149902,5490.379883,5471.319824,5487.029785,5487.029785,3544330000
2024-06-20,5499.990234,5505.529785,5455.560059,5473.169922,5473.169922,3847060000
2024-06-21,5466.77002,5478.310059,5452.029785,5464.620117,5464.620117,6773800000
2024-06-24,5459.580078,5490.660156,5447.589844,5447.870117,5447.870117,3696750000
2024-06-25,5460.72998,5472.879883,5446.560059,5469.299805,5469.299805,3591960000
2024-06-26,5460.709961,5483.140137,5451.870117,5477.899902,5477.899902,3563920000
2024-06-27,5473.589844,5490.810059,5467.540039,5482.870117,5482.870117,3589530000
2024-06-28,5488.47998,5523.640137,5451.120117,5460.47998,5460.47998,7199220000
2024-07-01,5471.080078,5479.549805,5446.529785,5475.089844,5475.089844,3488760000
2024-07-02,5461.839844,5509.689941,5458.430176,5509.009766,5509.009766,3329950000
2024-07-03,5507.439941,5539.27002,5507.419922,5537.02002,5537.02002,2179470000
2024-07-05,5537.910156,5570.330078,5531.629883,5567.189941,5567.189941,3253080000
2024-07-08,5572.75,5583.109863,5562.509766,5572.850098,5572.850098,3185670000
2024-07-09,5584.240234,5590.75,5574.569824,5576.97998,5576.97998,3232920000
2024-07-10,5591.259766,5635.390137,5586.439941,5633.910156,5633.910156,3336100000
2024-07-11,5635.209961,5642.450195,5576.529785,5584.540039,5584.540039,4020950000
2024-07-12,5590.759766,5655.560059,5590.439941,5615.350098,5615.350098,3700280000
2024-07-15,5638.160156,5666.939941,5614.75,5631.220215,5631.220215,3620470000
2024-07-16,5644.089844,5669.669922,5639.02002,5667.200195,5667.200195,4041760000
2024-07-17,5610.069824,5622.490234,5584.810059,5588.27002,5588.27002,4246450000
2024-07-18,5608.560059,5614.049805,5522.810059,5544.589844,5544.589844,4007510000
2024-07-19,5543.370117,5557.5,5497.040039,5505.0,5505.0,3760570000
2024-07-22,5544.540039,5570.359863,5529.040039,5564.410156,5564.410156,3375180000
2024-07-23,5565.299805,5585.339844,5550.899902,5555.740234,5555.740234,3500210000
2024-07-24,5505.839844,5508.040039,5419.97998,5427.129883,5427.129883,3945550000
2024-07-25,5428.700195,5491.589844,5390.950195,5399.220215,5399.220215,4592120000
2024-07-26,5433.669922,5488.319824,5430.700195,5459.100098,5459.100098,3638770000
2024-07-29,5476.549805,5487.740234,5444.439941,5463.540039,5463.540039,3379970000
2024-07-30,5478.72998,5489.459961,5401.700195,5436.439941,5436.439941,3777740000
2024-07-31,5505.589844,5551.509766,5493.75,5522.299805,5522.299805,4546910000
2024-08-01,5537.839844,5566.160156,5410.419922,5446.680176,5446.680176,4703620000
2024-08-02,5376.629883,5383.890137,5302.029785,5346.560059,5346.560059,5156450000
2024-08-05,5151.140137,5250.890137,5119.259766,5186.330078,5186.330078,5333250000
2024-08-06,5206.419922,5312.339844,5193.560059,5240.029785,5240.029785,4690190000
2024-08-07,5293.129883,5330.640137,5195.540039,5199.5,5199.5,4558260000
2024-08-08,5252.569824,5328.029785,5233.850098,5319.310059,5319.310059,4016830000
2024-08-09,5314.660156,5358.669922,5300.839844,5344.160156,5344.160156,3516400000
2024-08-12,5351.879883,5371.200195,5324.370117,5344.390137,5344.390137,3360160000
2024-08-13,5376.97998,5436.5,5376.97998,5434.430176,5434.430176,3648980000
2024-08-14,5442.359863,5463.220215,5415.910156,5455.209961,5455.209961,3380050000
2024-08-15,5501.129883,5546.22998,5501.129883,5543.220215,5543.220215,3723310000
2024-08-16,5530.5,5561.97998,5525.169922,5554.25,5554.25,3357690000
2024-08-19,5557.22998,5608.299805,5550.740234,5608.25,5608.25,3222050000
2024-08-20,5602.879883,5620.509766,5585.5,5597.120117,5597.120117,2994420000
2024-08-21,5603.089844,5632.680176,5591.569824,5620.850098,5620.850098,3119670000
2024-08-22,5637.77002,5643.220215,5560.950195,5570.640137,5570.640137,2981530000
2024-08-23,5602.490234,5641.819824,5585.160156,5634.609863,5634.609863,3291940000
2024-08-26,5639.660156,5651.620117,5602.339844,5616.839844,5616.839844,2938570000
2024-08-27,5602.890137,5631.180176,5593.47998,5625.799805,5625.799805,2798990000
2024-08-28,5624.509766,5627.029785,5560.950195,5592.180176,5592.180176,3053450000
2024-08-29,5607.299805,5646.950195,5583.709961,5591.959961,5591.959961,3065640000
2024-08-30,5612.740234,5651.370117,5581.790039,5648.399902,5648.399902,4185850000
2024-09-03,5623.890137,5623.890137,5504.330078,5528.930176,5528.930176,3866350000
2024-09-04,5506.680176,5552.990234,5503.660156,5520.069824,5520.069824,3478140000
2024-09-05,5520.080078,5546.299805,5480.540039,5503.410156,5503.410156,3521650000
2024-09-06,5507.330078,5522.470215,5402.620117,5408.419922,5408.419922,3822800000
2024-09-09,5442.069824,5484.200195,5434.490234,5471.049805,5471.049805,3825940000
2024-09-10,5490.509766,5497.910156,5441.720215,5495.52002,5495.52002,3848180000
2024-09-11,5496.419922,5560.410156,5406.959961,5554.129883,5554.129883,3839450000
2024-09-12,5557.47998,5600.709961,5535.5,5595.759766,5595.759766,3655070000
2024-09-13,5603.339844,5636.27002,5601.649902,5626.02002,5626.02002,3500790000
2024-09-16,5615.209961,5636.049805,5604.529785,5633.089844,5633.089844,3437070000
2024-09-17,5655.509766,5670.810059,5614.049805,5634.580078,5634.580078,3443600000
2024-09-18,5641.680176,5689.75,5615.080078,5618.259766,5618.259766,3691390000
2024-09-19,5702.629883,5733.569824,5686.419922,5713.640137,5713.640137,4024530000
2024-09-20,5709.640137,5715.140137,5674.490234,5702.549805,5702.549805,7867260000
2024-09-23,5711.899902,5725.359863,5704.220215,5718.569824,5718.569824,3529550000
2024-09-24,5727.660156,5735.319824,5698.990234,5732.930176,5732.930176,3872710000
2024-09-25,5733.649902,5741.029785,5712.060059,5722.259766,5722.259766,3624910000
2024-09-26,5762.220215,5767.370117,5721.009766,5745.370117,5745.370117,4391180000
2024-09-27,5755.359863,5763.779785,5727.339844,5738.169922,5738.169922,3898530000
2024-09-30,5726.52002,5765.140137,5703.529785,5762.47998,5762.47998,4425730000
2024-10-01,5757.72998,5757.72998,5681.279785,5708.75,5708.75,4025180000
2024-10-02,5698.140137,5719.629883,5674.0,5709.540039,5709.540039,3829050000
2024-10-03,5698.189941,5718.779785,5677.370117,5699.939941,5699.939941,3597450000
2024-10-04,5737.47998,5753.209961,5702.830078,5751.069824,5751.069824,3479400000
2024-10-07,5737.799805,5739.339844,5686.850098,5695.939941,5695.939941,3637790000
2024-10-08,5719.140137,5757.600098,5714.560059,5751.129883,5751.129883,3393400000
2024-10-09,5751.799805,5796.799805,5745.02002,5792.040039,5792.040039,3650340000
2024-10-10,5778.359863,5795.029785,5764.759766,5780.049805,5780.049805,3208790000
2024-10-11,5775.089844,5822.129883,5775.089844,5815.029785,5815.029785,3208720000
2024-10-14,5829.810059,5871.410156,5829.569824,5859.850098,5859.850098,3005250000
2024-10-15,5866.740234,5870.359863,5804.47998,5815.259766,5815.259766,3882120000
2024-10-16,5816.580078,5846.52002,5808.339844,5842.470215,5842.470215,3467230000
2024-10-17,5875.620117,5878.459961,5840.25,5841.470215,5841.470215,3480010000
2024-10-18,5859.430176,5872.169922,5846.109863,5864.669922,5864.669922,3374490000
2024-10-21,5857.819824,5866.919922,5824.790039,5853.97998,5853.97998,3407010000
2024-10-22,5832.700195,5863.040039,5821.169922,5851.200195,5851.200195,3342080000
2024-10-23,5834.5,5834.850098,5762.410156,5797.419922,5797.419922,3532650000
2024-10-24,5817.799805,5817.799805,5784.919922,5809.859863,5809.859863,3543030000
2024-10-25,5826.75,5862.819824,5799.97998,5808.120117,5808.120117,3501280000
2024-10-28,5833.930176,5842.919922,5823.080078,5823.52002,5823.52002,3691280000
2024-10-29,5819.680176,5847.189941,5802.169922,5832.919922,5832.919922,3879100000
2024-10-30,5832.649902,5850.939941,5811.279785,5813.669922,5813.669922,3851120000
2024-10-31,5775.339844,5775.339844,5702.859863,5705.450195,5705.450195,4425660000
2024-11-01,5723.220215,5772.52002,5723.220215,5728.799805,5728.799805,3796450000
2024-11-04,5725.149902,5741.430176,5696.509766,5712.689941,5712.689941,3602060000
2024-11-05,5722.430176,5783.439941,5722.100098,5782.759766,5782.759766,3768310000
2024-11-06,5864.890137,5936.140137,5864.890137,5929.040039,5929.040039,6329530000
2024-11-07,5947.209961,5983.839844,5947.209961,5973.100098,5973.100098,4925740000
2024-11-08,5976.759766,6012.450195,5976.759766,5995.540039,5995.540039,4666740000
2024-11-11,6008.859863,6017.310059,5986.689941,6001.350098,6001.350098,4333000000
2024-11-12,6003.600098,6009.919922,5960.080078,5983.990234,5983.990234,4243400000
2024-11-13,5985.75,6008.189941,5965.910156,5985.379883,5985.379883,4220180000
2024-11-14,5989.680176,5993.879883,5942.279785,5949.169922,5949.169922,4184570000
2024-11-15,5912.790039,5915.319824,5853.009766,5870.620117,5870.620117,4590960000
2024-11-18,5874.169922,5908.120117,5865.950195,5893.620117,5893.620117,3983860000
2024-11-19,5870.049805,5923.509766,5855.290039,5916.97998,5916.97998,4036940000
2024-11-20,5914.339844,5920.669922,5860.560059,5917.109863,5917.109863,3772620000
2024-11-21,5940.580078,5963.319824,5887.259766,5948.709961,5948.709961,4230120000
2024-11-22,5944.359863,5972.899902,5944.359863,5969.339844,5969.339844,4141420000
2024-11-25,5992.279785,6020.75,5963.910156,5987.370117,5987.370117,5633150000
2024-11-26,6000.029785,6025.419922,5992.27002,6021.629883,6021.629883,3835170000
2024-11-27,6014.109863,6020.160156,5984.870117,5998.740234,5998.740234,3363340000
2024-11-29,6003.97998,6044.169922,6003.97998,6032.379883,6032.379883,2444420000
2024-12-02,6040.109863,6053.580078,6035.330078,6047.149902,6047.149902,4412470000
2024-12-03,6042.970215,6052.069824,6033.390137,6049.879883,6049.879883,4095000000
2024-12-04,6069.390137,6089.839844,6061.060059,6086.490234,6086.490234,4003390000
2024-12-05,6089.029785,6094.549805,6072.899902,6075.109863,6075.109863,4212020000
2024-12-06,6081.379883,6099.970215,6079.97998,6090.27002,6090.27002,3924830000
2024-12-09,6083.009766,6088.509766,6048.629883,6052.850098,6052.850098,4556460000
2024-12-10,6057.589844,6065.399902,6029.890137,6034.910156,6034.910156,4048410000
2024-12-11,6060.149902,6092.589844,6060.149902,6084.189941,6084.189941,4269950000
2024-12-12,6074.290039,6079.680176,6051.25,6051.25,6051.25,3678010000
2024-12-13,6068.169922,6078.580078,6035.77002,6051.089844,6051.089844,3584960000
